Date,Price,Open,High,Low,Change %
10-04-2020,128135,128456,128852,127268,-0.22
09-04-2020,128422,124963,129036,124785,2.83
08-04-2020,124893,124674,126353,124223,0.3
07-04-2020,124518,126251,127148,124084,-1.28
06-04-2020,126128,121794,126876,121794,2.29
03-04-2020,123305,123286,123972,121990,0.08
02-04-2020,123207,121584,123856,120645,1.44
01-04-2020,121462,118851,121932,117955,2.61
31-03-2020,118375,122360,123230,118423,-3.18
30-03-2020,122261,122416,123647,121163,-0.32
27-03-2020,122655,122138,123346,120665,0.55
26-03-2020,121987,123524,123757,120031,-1.09
25-03-2020,123333,124327,125494,121228,-0.05
24-03-2020,123396,118615,125163,118580,4.09
23-03-2020,118550,113712,119196,112009,4.97
20-03-2020,112937,110011,113781,109210,2.63
19-03-2020,110039,110804,112354,109449,-0.67
18-03-2020,110776,113223,114517,109802,-2.14
17-03-2020,113194,112066,115360,108785,1.04
16-03-2020,112032,115316,116187,107734,-0.79
13-03-2020,112923,117625,118073,111301,-3.97
12-03-2020,117586,120470,122120,115920,-2.36
11-03-2020,120430,122304,123204,120321,-1.5
10-03-2020,122264,124662,124709,121765,-1.9
09-03-2020,124632,125392,126026,122626,0.62
06-03-2020,123867,122917,125223,121968,0.79
05-03-2020,122895,120372,123101,119782,2.13
04-03-2020,120327,119849,120973,119639,0.45
03-03-2020,119794,115856,120500,115712,3.43
02-03-2020,115826,115417,117048,114590,0.76
28-02-2020,114948,117864,118388,113586,-2.44
27-02-2020,117818,117450,119051,117202,0.34
26-02-2020,117421,117399,118683,116424,0.04
25-02-2020,117380,119354,119427,117002,-1.62
24-02-2020,119313,119252,121428,118863,1.02
21-02-2020,118105,116100,118661,116046,1.77
20-02-2020,116056,115385,116393,114835,0.61
19-02-2020,115351,114640,115494,114502,0.66
18-02-2020,114598,112963,114886,112938,1.65
17-02-2020,112743,113351,113359,112601,-0.51
14-02-2020,113322,112413,113377,112177,0.82
13-02-2020,112395,111662,112634,111634,0.7
12-02-2020,111617,111765,112000,111351,-0.11
11-02-2020,111736,112066,112169,111284,-0.27
10-02-2020,112035,112299,112747,111900,-0.19
07-02-2020,112248,111587,112584,111334,0.61
06-02-2020,111564,110775,111671,110573,0.75
05-02-2020,110736,110432,111359,110205,0.3
04-02-2020,110403,112464,112661,110167,-1.81
03-02-2020,112437,113747,113865,112025,-1.14
31-01-2020,113735,112647,113787,112225,1
30-01-2020,112605,112460,113542,112320,0.18
29-01-2020,112404,111610,112546,111292,0.75
28-01-2020,111566,113023,113124,111474,-1.26
27-01-2020,112995,112748,113393,112514,0.89
24-01-2020,111998,111588,112394,110947,0.4
23-01-2020,111551,110801,112014,110572,0.71
22-01-2020,110764,110892,111103,110342,-0.1
21-01-2020,110869,110890,111593,110030,-0.2
20-01-2020,111088,110787,111125,110627,0.43
17-01-2020,110609,110194,110986,109970,0.43
16-01-2020,110137,110060,110502,109852,0.1
15-01-2020,110028,109560,110228,109475,0.46
14-01-2020,109526,109453,109680,108624,0.1
13-01-2020,109420,110860,110861,109443,-1.27
10-01-2020,110827,110545,110929,109689,0.27
09-01-2020,110527,111306,111675,109930,-0.66
08-01-2020,111255,113113,115753,111000,-1.63
07-01-2020,113098,112529,113338,111722,0.51
06-01-2020,112519,111387,113873,111387,1.07
03-01-2020,111329,109105,111447,109023,2.06
02-01-2020,109078,108069,109256,108067,0.96
01-01-2020,108037,108267,108301,108069,-0.19
31-12-2019,108239,108060,108850,108025,0.19
30-12-2019,108037,107972,108287,107754,0.12
27-12-2019,107904,107747,108298,107343,0.18
26-12-2019,107713,106878,107883,106753,0.85
25-12-2019,106805,106909,106915,106872,-0.01
24-12-2019,106820,105799,106915,105719,1
23-12-2019,105766,105041,105943,104992,0.72
20-12-2019,105008,105268,105504,104887,-0.23
19-12-2019,105248,104764,105405,104607,0.49
18-12-2019,104731,104868,105150,104389,-0.1
17-12-2019,104840,104674,105136,104545,0.2
16-12-2019,104635,104470,105044,104285,0.17
13-12-2019,104462,103719,104655,103207,0.74
12-12-2019,103695,104290,105287,103384,-0.54
11-12-2019,104262,103682,104636,103510,0.57
10-12-2019,103669,103737,104147,103525,-0.03
09-12-2019,103701,104037,104207,103608,-0.3
06-12-2019,104016,105165,105377,103945,-1.05
05-12-2019,105124,105383,105947,104967,-0.23
04-12-2019,105361,105991,106561,105181,-0.57
03-12-2019,105969,104758,106402,104484,1.19
02-12-2019,104722,105258,105258,104234,-0.45
29-11-2019,105193,104104,105242,104050,0.9
28-11-2019,104254,103623,104473,103621,0.64
27-11-2019,103590,104459,104512,103512,-0.79
26-11-2019,104417,104321,104605,103716,0.11
25-11-2019,104302,104963,104971,104223,-0.62
22-11-2019,104954,105078,105772,104817,-0.09
21-11-2019,105045,105581,105896,104940,-0.5
20-11-2019,105570,105777,106350,105125,-0.17
19-11-2019,105745,105854,106160,105002,-0.1
18-11-2019,105853,105158,106033,104573,0.71
15-11-2019,105104,105874,105897,104873,-0.7
14-11-2019,105847,105587,106158,105331,0.3
13-11-2019,105534,104565,105870,104524,0.96
12-11-2019,104531,104193,104803,103659,0.36
11-11-2019,104160,104112,104905,103621,0.1
08-11-2019,104057,104337,104956,103773,-0.25
07-11-2019,104315,105848,106083,103817,-1.42
06-11-2019,105822,105009,106047,104921,0.79
05-11-2019,104988,106871,106898,104848,-1.73
04-11-2019,106832,107116,107154,106490,-0.28
01-11-2019,107136,107390,107581,106422,-0.22
31-10-2019,107373,106120,107543,105876,1.19
30-10-2019,106112,105465,106209,105096,0.63
29-10-2019,105443,105588,105956,105140,-0.11
28-10-2019,105564,106538,106867,105320,-0.9
25-10-2019,106519,106729,107562,106224,-0.17
24-10-2019,106703,105528,106760,105437,1.14
23-10-2019,105500,105347,106063,105337,0.16
22-10-2019,105327,105278,105689,104981,0.08
21-10-2019,105242,106068,106147,105081,-0.61
18-10-2019,105888,106133,106408,105653,-0.19
17-10-2019,106090,106335,106563,105549,-0.2
16-10-2019,106297,105900,106509,105491,0.41
15-10-2019,105867,106370,107188,105573,-0.45
14-10-2019,106347,105599,106636,105146,0.73
11-10-2019,105572,106049,106753,104581,-0.42
10-10-2019,106016,107064,107895,105876,-0.96
09-10-2019,107040,107222,107539,106503,-0.15
08-10-2019,107197,105996,107441,105572,1.16
07-10-2019,105964,106574,107146,105749,-0.54
04-10-2019,106538,106907,107282,106167,-0.31
03-10-2019,106874,106721,107806,106287,0.18
02-10-2019,106688,105191,107089,104837,1.45
01-10-2019,105158,104013,105788,103411,1.12
30-09-2019,103993,105557,105798,103463,-1.43
27-09-2019,105506,106787,106989,104706,-1.17
26-09-2019,106756,106755,107307,106471,0.05
25-09-2019,106703,108713,109023,106575,-1.81
24-09-2019,108667,107771,108985,107437,0.85
23-09-2019,107750,107796,108130,107140,-0.01
20-09-2019,107764,106991,107838,106289,0.74
19-09-2019,106969,106291,107375,105928,0.66
18-09-2019,106264,107332,107570,105605,-0.95
17-09-2019,107288,107252,108076,107136,0.08
16-09-2019,107204,106783,107887,106458,1.49
13-09-2019,105635,106390,107220,105464,-0.65
12-09-2019,106330,107151,108431,106212,-0.72
11-09-2019,107107,106777,107345,106584,0.32
10-09-2019,106770,107595,108079,106633,-0.7
09-09-2019,107525,107976,108600,107303,-0.37
06-09-2019,107925,109269,109544,107701,-1.19
05-09-2019,109229,111769,111843,108392,-2.23
04-09-2019,111717,111665,112148,110551,0.07
03-09-2019,111639,110084,111946,109502,1.39
02-09-2019,110111,108616,110209,108616,1.38
30-08-2019,108617,109521,110022,108425,-0.8
29-08-2019,109491,110552,111628,108925,-0.87
28-08-2019,110456,110316,111082,109575,0.18
27-08-2019,110260,110004,110493,109211,0.25
26-08-2019,109989,110079,111488,109627,0.78
23-08-2019,109136,107773,109422,107039,1.39
22-08-2019,107635,107354,108121,107113,0.34
21-08-2019,107269,107806,107928,106818,-0.46
20-08-2019,107762,106850,108185,106666,0.91
19-08-2019,106793,107526,107722,106586,-0.82
16-08-2019,107671,109379,109708,107031,-1.51
15-08-2019,109326,108076,109654,107498,1.17
14-08-2019,108059,107226,108644,106190,0.81
13-08-2019,107190,107730,109423,105787,-0.47
12-08-2019,107694,106400,108204,105674,1.45
09-08-2019,106153,105700,106816,105641,0.48
08-08-2019,105651,106803,107245,105295,-1.05
07-08-2019,106767,104740,107524,104591,1.96
06-08-2019,104716,103686,104756,102703,1.03
05-08-2019,103650,100413,104112,100161,3.26
02-08-2019,100375,99755,100886,98760,0.66
01-08-2019,99716,97376,99798,96826,2.44
31-07-2019,97341,98532,98706,97212,-1.13
30-07-2019,98449,98105,98721,97746,0.37
29-07-2019,98082,97775,98214,97395,0.42
26-07-2019,97676,97673,98104,97560,0.04
25-07-2019,97635,98343,98963,97423,-0.69
24-07-2019,98311,97862,98556,97776,0.5
23-07-2019,97825,98227,98554,97565,-0.35
22-07-2019,98174,98136,98684,97942,0.06
19-07-2019,98113,99567,100044,97752,-1.45
18-07-2019,99557,98199,99726,97445,1.4
17-07-2019,98179,96532,98242,96365,1.75
16-07-2019,96494,96931,97272,96233,-0.43
15-07-2019,96907,97064,97338,96460,-0.12
12-07-2019,97026,96026,97198,96016,1.06
11-07-2019,96006,97077,97581,95882,-1.08
10-07-2019,97059,95826,97101,95239,1.32
09-07-2019,95792,95682,96093,95143,0.16
08-07-2019,95640,95833,96752,95341,-0.11
05-07-2019,95747,97020,97599,94980,-1.24
04-07-2019,96945,97610,97851,96780,-0.66
03-07-2019,97585,97707,98946,97251,-0.1
02-07-2019,97686,95340,97810,95306,2.47
01-07-2019,95334,96036,96371,95254,-1.87
28-06-2019,97154,97403,98406,97060,-0.2
27-06-2019,97348,97507,97727,96692,-0.17
26-06-2019,97514,98698,98733,96975,-1.15
25-06-2019,98653,98350,99706,97894,0.38
24-06-2019,98281,97555,98452,97414,0.91
21-06-2019,97398,96529,98098,96277,0.92
20-06-2019,96507,94758,96904,94561,1.89
19-06-2019,94715,93733,94898,93391,1.08
18-06-2019,93706,93579,94421,93243,0.17
17-06-2019,93551,93719,93894,93019,-0.1
14-06-2019,93643,93341,94618,93279,0.39
13-06-2019,93283,92546,93431,92418,0.87
12-06-2019,92481,92068,92842,92013,0.48
11-06-2019,92044,92346,92468,91649,-0.28
10-06-2019,92300,92654,92781,92066,-0.68
07-06-2019,92934,92373,93707,92076,0.68
06-06-2019,92304,92299,92774,92082,0.04
05-06-2019,92269,91839,93164,91778,0.5
04-06-2019,91809,91668,92120,91230,0.22
03-06-2019,91603,90969,91883,90849,0.87
31-05-2019,90817,89987,91026,89934,0.96
30-05-2019,89953,89401,90042,88935,0.64
29-05-2019,89377,89071,89986,89039,0.41
28-05-2019,89010,89327,89600,88767,-0.34
27-05-2019,89314,89196,89589,89049,0.23
24-05-2019,89106,89415,89667,88972,-0.33
23-05-2019,89406,88714,89760,88303,0.81
22-05-2019,88683,88784,89123,88668,-0.07
21-05-2019,88750,88950,89176,88488,-0.18
20-05-2019,88907,89803,89891,88553,-0.95
17-05-2019,89756,90222,90486,89591,-0.5
16-05-2019,90202,91090,91267,90004,-0.92
15-05-2019,91037,91223,91572,90717,-0.16
14-05-2019,91184,91742,92031,90955,-0.58
13-05-2019,91712,90089,91928,89852,1.9
10-05-2019,90001,90146,90313,89611,-0.12
09-05-2019,90113,89294,90543,89195,0.95
08-05-2019,89267,89466,90071,89206,-0.18
07-05-2019,89429,88820,89589,88719,0.7
06-05-2019,88803,88525,89164,88520,0.52
03-05-2019,88348,88202,88653,87864,0.22
02-05-2019,88158,88785,88891,87822,-0.65
01-05-2019,88739,89399,89531,88542,-0.7
30-04-2019,89367,89365,89733,89118,0.06
29-04-2019,89314,89866,89910,89225,-0.55
26-04-2019,89804,89614,90135,89366,0.24
25-04-2019,89587,89234,90134,89083,0.43
24-04-2019,89204,88768,89412,88509,0.52
23-04-2019,88745,88862,88997,88304,-0.1
22-04-2019,88833,88552,89383,88490,0.39
19-04-2019,88488,88539,88549,88461,0.02
18-04-2019,88473,88459,88943,88229,0.08
17-04-2019,88401,88760,88956,88363,-0.41
16-04-2019,88763,89373,89603,88495,-0.64
15-04-2019,89336,89297,89535,88923,0.09
12-04-2019,89256,89216,89767,89168,0.08
11-04-2019,89186,90452,90543,88962,-1.37
10-04-2019,90421,90347,90653,89971,0.12
09-04-2019,90316,90247,90627,90086,0.11
08-04-2019,90217,89354,90814,89326,1.01
05-04-2019,89313,89144,89493,88944,0.22
04-04-2019,89113,88294,89382,88294,0.96
03-04-2019,88265,89082,89148,88157,-0.9
02-04-2019,89065,89118,89307,88513,-0.01
01-04-2019,89077,89351,89785,89042,-0.33
29-03-2019,89374,89290,89922,88988,0.15
28-03-2019,89239,90503,90611,89209,-1.37
27-03-2019,90483,90767,91078,90385,-0.29
26-03-2019,90744,91069,91223,90398,-0.33
25-03-2019,91046,90845,91250,90586,0.25
22-03-2019,90816,90099,90875,89662,0.82
21-03-2019,90074,90283,90750,89578,-0.2
20-03-2019,90251,90176,90599,89423,0.11
19-03-2019,90148,89469,90456,89362,0.79
18-03-2019,89442,89814,89845,89057,-0.32
15-03-2019,89726,89915,90292,89677,-0.19
14-03-2019,89895,91027,91141,89660,-1.19
13-03-2019,90978,90618,91191,90555,0.44
12-03-2019,90582,90354,90679,89991,0.29
11-03-2019,90319,90935,90944,90130,-0.59
08-03-2019,90854,90149,91085,90112,0.84
07-03-2019,90100,90130,90346,89736,0
06-03-2019,90096,90781,91220,89923,-0.73
05-03-2019,90755,91245,91538,90481,-0.5
04-03-2019,91211,91847,92112,90930,-0.66
01-03-2019,91813,93035,93170,91491,-1.29
28-02-2019,93012,93977,94309,92971,-0.98
27-02-2019,93930,94392,94883,93702,-0.43
26-02-2019,94335,93978,94817,93967,0.38
25-02-2019,93980,94397,94661,93888,-0.33
22-02-2019,94294,94201,94785,94032,0.17
21-02-2019,94132,95129,95368,94079,-0.9
20-02-2019,94986,95582,96078,94872,-0.63
19-02-2019,95586,94676,95692,94408,0.99
18-02-2019,94647,94256,94821,94199,0.46
15-02-2019,94214,93243,94365,93149,1.14
14-02-2019,93154,92559,93489,92548,0.66
13-02-2019,92543,92491,93353,92377,0.12
12-02-2019,92432,93065,93271,92367,-0.61
11-02-2019,93004,93563,93595,92643,-0.53
08-02-2019,93504,93432,93768,92955,0.13
07-02-2019,93378,93512,93736,93043,-0.07
06-02-2019,93440,94074,94320,93414,-0.64
05-02-2019,94044,94109,94458,93896,0.02
04-02-2019,94028,94161,94348,93844,-0.1
01-02-2019,94127,93740,94424,93471,0.4
31-01-2019,93750,94062,94349,93480,-0.2
30-01-2019,93938,93639,94292,93253,0.41
29-01-2019,93558,92679,93707,92614,1.05
28-01-2019,92584,92441,92792,92127,0.22
25-01-2019,92380,90949,92438,90860,1.63
24-01-2019,90898,91323,91514,90809,-0.41
23-01-2019,91276,91569,91749,91124,-0.29
22-01-2019,91541,91116,91773,90909,0.51
21-01-2019,91073,91266,91733,90922,-0.14
18-01-2019,91204,91796,92068,91099,-0.58
17-01-2019,91735,91816,92377,91635,-0.06
16-01-2019,91789,91715,92042,91417,0.14
15-01-2019,91660,91390,91952,91300,0.37
14-01-2019,91324,90652,91947,90635,0.78
11-01-2019,90617,90628,91402,90600,0.08
10-01-2019,90547,91301,91575,90559,-0.71
09-01-2019,91192,90134,91322,89883,1.19
08-01-2019,90121,89980,90292,89617,0.24
07-01-2019,89906,89442,90377,89200,0.63
04-01-2019,89347,90726,91089,89260,-1.49
03-01-2019,90695,90121,91029,89954,0.95
02-01-2019,89838,89059,90438,88823,0.89
01-01-2019,89044,89315,89456,89058,-0.16
31-12-2018,89188,89528,89677,88957,-0.39
28-12-2018,89539,89748,89847,89281,-0.1
27-12-2018,89625,88802,90012,88759,1
26-12-2018,88734,89016,89649,88588,-0.11
25-12-2018,88832,88903,88903,88903,-0.1
24-12-2018,88921,88313,89042,88215,0.96
21-12-2018,88078,88188,88654,87853,-0.04
20-12-2018,88111,87364,88643,87363,0.92
19-12-2018,87305,88228,88439,87250,-1.01
18-12-2018,88198,89221,89429,87871,-1.1
17-12-2018,89176,89008,89398,88585,0.16
14-12-2018,89033,88827,89277,88736,0.26
13-12-2018,88804,89517,89581,88685,-0.71
12-12-2018,89440,89868,90045,89317,-0.37
11-12-2018,89773,90224,90367,89376,-0.45
10-12-2018,90183,88629,90509,88393,2.01
07-12-2018,88404,87719,88606,87350,0.88
06-12-2018,87637,87331,88257,87286,0.44
05-12-2018,87256,87396,87444,86949,-0.07
04-12-2018,87319,86716,87719,86671,0.76
03-12-2018,86658,85195,86981,85058,1.84
30-11-2018,85092,85426,85569,84692,-0.29
29-11-2018,85338,86249,86505,85275,-1.03
28-11-2018,86224,86007,86643,85484,0.29
27-11-2018,85972,86561,86827,85809,-0.62
26-11-2018,86511,86485,86959,85973,0.17
23-11-2018,86365,86743,86862,86208,-0.4
22-11-2018,86709,87432,87573,86701,-0.79
21-11-2018,87397,87279,87729,87042,0.17
20-11-2018,87252,87663,87858,87071,-0.4
19-11-2018,87603,87984,88101,87276,-0.35
16-11-2018,87907,87277,88203,87143,0.78
15-11-2018,87225,87562,87647,86946,-0.36
14-11-2018,87543,87310,87966,86610,0.33
13-11-2018,87258,87482,87816,86919,-0.19
12-11-2018,87427,87704,88249,87439,-0.24
09-11-2018,87637,88560,88840,87450,-0.96
08-11-2018,88491,88863,88914,88329,-0.35
07-11-2018,88798,89522,89909,88764,-0.71
06-11-2018,89429,90015,90315,89249,-0.58
05-11-2018,89951,89325,90172,89195,0.76
02-11-2018,89275,90671,90702,89077,-1.41
01-11-2018,90549,89827,90919,89818,0.86
31-10-2018,89774,90143,90305,89626,-0.34
30-10-2018,90081,90263,90421,89829,-0.12
29-10-2018,90192,90660,90777,89864,-0.43
26-10-2018,90583,90238,91357,90057,0.45
25-10-2018,90178,90382,90849,89915,-0.1
24-10-2018,90268,90505,90763,89627,-0.22
23-10-2018,90467,89901,91222,89865,0.69
22-10-2018,89850,89756,90235,89655,-0.1
19-10-2018,89941,90123,90450,89871,-0.13
18-10-2018,90063,89989,90479,89623,0.18
17-10-2018,89903,89964,90429,89628,-0.02
16-10-2018,89917,90528,90815,89873,-0.61
15-10-2018,90470,89616,91277,89612,0.96
12-10-2018,89610,90655,90665,89466,-1.1
11-10-2018,90605,88725,90823,88439,2.18
10-10-2018,88669,88439,88728,87972,0.31
09-10-2018,88391,88036,88544,87916,0.5
08-10-2018,87955,88756,88842,87661,-0.84
05-10-2018,88699,88338,89229,87987,0.46
04-10-2018,88290,87820,88878,87714,0.58
03-10-2018,87782,87762,88610,87734,0.09
02-10-2018,87699,86698,88131,86667,1.26
01-10-2018,86609,86446,86960,86134,0.25
28-09-2018,86398,85842,86621,85642,0.7
27-09-2018,85796,86746,87083,85757,-1.02
26-09-2018,86677,87304,87440,86423,-0.69
25-09-2018,87280,87120,87478,86986,0.23
24-09-2018,87082,86354,87550,86304,0.54
21-09-2018,86610,86957,87617,86069,-0.33
20-09-2018,86899,87109,87341,86588,-0.21
19-09-2018,87079,87119,87711,86905,0.01
18-09-2018,87066,87115,87852,86654,-0.04
17-09-2018,87099,85766,87393,85736,1.56
14-09-2018,85763,86571,86856,85748,-0.83
13-09-2018,86480,87093,87374,86444,-0.57
12-09-2018,86973,87070,87231,86048,-0.01
11-09-2018,86978,86615,87139,86290,0.43
10-09-2018,86609,85818,86854,85710,0.94
07-09-2018,85803,86338,86614,85593,-0.59
06-09-2018,86311,85907,86870,85855,0.56
05-09-2018,85835,85280,86015,85161,0.69
04-09-2018,85249,85577,85656,85038,-0.27
03-09-2018,85480,85227,85639,84827,0.27
31-08-2018,85250,84935,85782,84795,0.47
30-08-2018,84853,85112,85397,84625,-0.25
29-08-2018,85066,84208,85237,84182,1.08
28-08-2018,84157,85013,85268,84077,-0.95
27-08-2018,84962,84450,85084,84136,0.74
24-08-2018,84340,83103,84582,82943,1.54
23-08-2018,83063,83560,83660,82982,-0.51
22-08-2018,83490,83561,84003,83301,-0.02
21-08-2018,83511,83128,83631,82957,0.51
20-08-2018,83086,82981,83204,82668,0.09
17-08-2018,83011,82267,83093,82133,0.93
16-08-2018,82243,82196,83149,81120,0.17
15-08-2018,82100,83561,83591,82018,-1.67
14-08-2018,83494,83617,83881,83313,-0.06
13-08-2018,83545,83443,84233,83155,0.16
10-08-2018,83409,83374,83859,83180,0.1
09-08-2018,83323,83349,83591,83100,0.04
08-08-2018,83286,83098,83470,82781,0.26
07-08-2018,83074,83062,83580,82922,0.08
06-08-2018,83004,83189,83502,83039,-0.17
03-08-2018,83141,82896,83730,82784,0.36
02-08-2018,82840,83077,83761,82832,-0.27
01-08-2018,83067,83793,83983,83085,-0.81
31-07-2018,83742,83820,84135,83265,-0.05
30-07-2018,83781,83901,84092,83634,-0.14
27-07-2018,83896,83970,84213,83655,-0.02
26-07-2018,83915,84630,84921,83911,-0.82
25-07-2018,84611,84415,84860,84235,0.26
24-07-2018,84396,84331,84789,84017,0.15
23-07-2018,84270,84656,84928,84134,-0.43
20-07-2018,84632,84434,84772,83908,0.33
19-07-2018,84358,84234,84830,83718,0.24
18-07-2018,84158,83996,84328,83749,0.24
17-07-2018,83960,85058,85115,83891,-1.23
16-07-2018,85001,85037,85475,84948,0.01
13-07-2018,84996,85454,85494,84742,-0.5
12-07-2018,85422,85372,85577,85160,0.1
11-07-2018,85340,86348,86432,85313,-1.11
10-07-2018,86297,86358,86759,85852,-0.02
09-07-2018,86315,86359,87031,86297,0.03
06-07-2018,86289,86617,86717,86255,-0.35
05-07-2018,86592,86334,86814,86185,0.36
04-07-2018,86282,85834,86461,85812,0.51
03-07-2018,85848,85359,86233,85059,0.63
02-07-2018,85309,85814,86058,85175,-0.48
29-06-2018,85717,85931,86044,85404,-0.2
28-06-2018,85890,85935,86570,85752,-0.01
27-06-2018,85899,86029,86464,85691,-0.16
26-06-2018,86041,86241,86373,85582,-0.14
25-06-2018,86159,86308,86570,86040,0.09
22-06-2018,86080,86107,86261,85906,0.01
21-06-2018,86067,86307,86453,85720,-0.23
20-06-2018,86262,87079,87204,86273,-0.9
19-06-2018,87042,86994,87538,86824,0.12
18-06-2018,86936,87059,87308,86950,-0.12
15-06-2018,87042,88150,88502,86797,-1.21
14-06-2018,88108,87928,88525,87741,0.25
13-06-2018,87885,87453,88036,87358,0.53
12-06-2018,87419,87739,87766,87224,-0.31
11-06-2018,87687,87748,87888,87233,0.05
08-06-2018,87641,87452,88107,87324,0.32
07-06-2018,87363,86690,87684,86581,0.87
06-06-2018,86612,86971,87146,86578,-0.4
05-06-2018,86956,86653,87310,86569,0.39
04-06-2018,86621,86635,87062,86435,0.02
01-06-2018,86601,87562,87704,86528,-1
31-05-2018,87477,87777,88207,87485,-0.29
30-05-2018,87728,88138,88396,87418,-0.35
29-05-2018,88041,87495,88789,87418,0.67
28-05-2018,87458,87990,88065,87338,-0.75
25-05-2018,88115,89144,89190,88056,-1.14
24-05-2018,89134,88428,89357,88330,0.84
23-05-2018,88389,87826,88812,87810,0.68
22-05-2018,87795,88068,88197,87593,-0.25
21-05-2018,88018,87768,88098,87317,0.25
18-05-2018,87803,87467,88009,87263,0.45
17-05-2018,87410,87469,87741,87078,-0.03
16-05-2018,87438,87867,88163,87213,-0.45
15-05-2018,87833,88715,89115,87726,-0.93
14-05-2018,88654,88870,89257,88683,-0.11
11-05-2018,88752,88860,89304,88581,-0.08
10-05-2018,88825,88368,88984,88193,0.5
09-05-2018,88384,88254,88623,87931,0.2
08-05-2018,88208,88195,88468,87685,0
07-05-2018,88203,87872,88433,87776,0.42
04-05-2018,87832,87492,87959,87418,0.49
03-05-2018,87407,87015,87853,87004,0.49
02-05-2018,86981,87121,87643,86955,-0.1
01-05-2018,87067,87421,87499,86592,-0.36
30-04-2018,87378,88125,88282,87023,-0.76
27-04-2018,88051,88000,88350,87780,0.1
26-04-2018,87960,88529,88658,87865,-0.63
25-04-2018,88518,88368,88683,88204,0.21
24-04-2018,88331,88135,88502,87894,0.29
23-04-2018,88072,88403,88442,87825,-0.32
20-04-2018,88358,88676,88919,88281,-0.27
19-04-2018,88594,88681,89088,88227,-0.05
18-04-2018,88638,88506,89028,88121,0.21
17-04-2018,88452,88111,88536,87812,0.42
16-04-2018,88079,87742,88419,87446,0.36
13-04-2018,87762,87193,87920,87086,0.71
12-04-2018,87147,88276,88477,87080,-1.29
11-04-2018,88284,87013,89104,86999,1.52
10-04-2018,86961,86804,87228,86426,0.23
09-04-2018,86765,86565,86920,86273,0.27
06-04-2018,86531,86090,86693,85848,0.57
05-04-2018,86041,86707,86842,85878,-0.76
04-04-2018,86696,86638,87784,86544,0.12
03-04-2018,86596,87331,87448,86393,-0.83
02-04-2018,87323,86356,87601,86261,1.3
30-03-2018,86206,86277,86277,86277,0
29-03-2018,86206,86337,86568,86059,-0.1
28-03-2018,86295,87399,87496,86234,-1.15
27-03-2018,87299,87741,87908,87068,-0.46
26-03-2018,87705,87600,87968,87193,0.22
23-03-2018,87512,86546,87767,86524,1.18
22-03-2018,86491,86831,87016,86247,-0.35
21-03-2018,86793,85511,87132,85451,1.55
20-03-2018,85465,85878,85991,85218,-0.45
19-03-2018,85853,85393,86081,85060,0.63
16-03-2018,85319,85563,85855,85043,-0.22
15-03-2018,85505,85888,86264,85400,-0.43
14-03-2018,85874,86027,86445,85692,-0.14
13-03-2018,85992,85978,86168,85391,0.05
12-03-2018,85946,86206,86259,85539,-0.29
09-03-2018,86195,86066,86312,85591,0.21
08-03-2018,86015,86005,86423,85873,0.06
07-03-2018,85964,86633,87013,85760,-0.73
06-03-2018,86595,85856,86923,85831,0.89
05-03-2018,85830,86337,86529,85686,-0.45
02-03-2018,86219,85938,86492,85785,0.41
01-03-2018,85870,85957,86179,84907,-0.05
28-02-2018,85917,85561,86261,85408,0.41
27-02-2018,85565,86338,86654,85179,-0.88
26-02-2018,86325,85930,86810,85843,0.4
23-02-2018,85978,86522,86572,85911,-0.62
22-02-2018,86511,85841,86589,85755,0.82
21-02-2018,85807,86245,86577,85683,-0.45
20-02-2018,86193,86530,87090,86053,-0.34
19-02-2018,86487,86588,86824,86469,-0.06
16-02-2018,86540,86481,87307,86358,0.11
15-02-2018,86443,86570,86880,86191,-0.1
14-02-2018,86530,85418,86896,84567,1.32
13-02-2018,85405,85023,85559,84948,0.51
12-02-2018,84976,84629,85342,84571,0.29
09-02-2018,84728,84777,85059,84386,-0.05
08-02-2018,84774,84760,85001,83987,0.04
07-02-2018,84740,85082,85460,84326,-0.35
06-02-2018,85038,85906,86611,84792,-0.96
05-02-2018,85864,85424,86049,85215,0.46
02-02-2018,85467,86293,86538,85112,-0.92
01-02-2018,86260,85475,86452,85222,0.97
31-01-2018,85436,85253,85661,84700,0.25
30-01-2018,85224,85297,85831,84890,0.01
29-01-2018,85211,85852,85994,85039,-0.71
26-01-2018,85818,85526,86207,85390,0.24
25-01-2018,85611,86443,86753,85296,-0.95
24-01-2018,86436,85552,86721,85285,1.11
23-01-2018,85483,85230,85570,84908,0.34
22-01-2018,85192,85210,85375,84809,0.26
19-01-2018,84971,84758,85318,84691,0.31
18-01-2018,84711,84783,85124,84589,0.03
17-01-2018,84689,85703,86051,84716,-1.12
16-01-2018,85651,85143,85808,84992,0.67
15-01-2018,85082,85043,85382,84962,-0.04
12-01-2018,85118,84227,85224,84169,1.11
11-01-2018,84187,83791,84330,83752,0.52
10-01-2018,83753,83599,84380,83298,0.23
09-01-2018,83557,83796,83860,83363,-0.27
08-01-2018,83781,83648,83902,83378,0.24
05-01-2018,83584,83859,83920,83256,-0.29
04-01-2018,83828,83392,84073,82927,0.56
03-01-2018,83364,83643,83872,83026,-0.26
02-01-2018,83578,82951,83712,82950,0.78
01-01-2018,82934,83174,83187,82887,-0.24
29-12-2017,83135,82977,83501,82698,0.23
