Date,Price,Open,High,Low,Change %
12-01-2012,84976,84932,85637,84636,0.02
11-01-2012,84955,84271,85251,83926,0.95
10-01-2012,84159,84395,84898,84109,-0.23
09-01-2012,84353,85129,85411,84166,-0.92
06-01-2012,85136,85693,86151,84759,-0.72
05-01-2012,85754,85122,85946,84512,0.7
04-01-2012,85155,85044,85574,84230,0.01
03-01-2012,85143,83454,85399,83206,2.05
02-01-2012,83436,83000,83667,82754,0.68
30-12-2011,82873,81906,83837,81896,1.14
29-12-2011,81940,82265,83232,80776,-0.23
28-12-2011,82133,84280,84859,81966,-2.51
27-12-2011,84248,84687,85053,83919,-0.41
26-12-2011,84597,84799,85169,84479,-0.18
23-12-2011,84751,84406,85247,84409,0.54
22-12-2011,84300,84761,85237,84004,-0.31
21-12-2011,84562,85256,86197,84179,-0.76
20-12-2011,85212,83934,85427,83932,1.63
19-12-2011,83842,83918,84803,83172,0.03
16-12-2011,83821,83999,84921,82869,-0.22
15-12-2011,84005,84386,85816,83594,-0.47
14-12-2011,84399,86606,88115,83850,-2.49
13-12-2011,86557,87641,89163,86159,-1.26
12-12-2011,87663,88738,88960,87190,-1.23
09-12-2011,88754,88282,89730,88240,0.47
08-12-2011,88342,89891,90796,88053,-1.7
07-12-2011,89865,88497,89998,88179,1.54
06-12-2011,88504,88234,88817,87232,0.33
05-12-2011,88216,89180,89799,88145,-1.05
02-12-2011,89151,89576,90074,89019,-0.5
01-12-2011,89602,91001,91382,89062,-1.51
30-11-2011,90973,88977,91251,89007,2.14
29-11-2011,89071,88896,89411,88564,0.15
28-11-2011,88938,87589,89519,87421,1.57
25-11-2011,87559,88216,88691,87399,-0.74
24-11-2011,88211,88347,88796,88084,-0.19
23-11-2011,88378,89206,89736,87646,-0.85
22-11-2011,89137,87398,89532,87081,1.85
21-11-2011,87515,88594,89323,86767,-0.81
18-11-2011,88233,87715,88985,86961,0.83
17-11-2011,87506,89393,89671,87159,-2.12
